post_id,post_time,address,place_name,user_id,nationality
Xa6binWAPpbn,2016-06-11T00:00:21Z,栃木県宇都宮市河原町1,NA,B-hl23KyZ2,TH
YBvjrJSVfD0M,2016-06-11T08:03:12Z,千葉県浦安市舞浜1,NA,C-yyUdm5nk,KR
OKQNhUTgUMCL,2016-06-11T10:14:21Z,大阪府岸和田市宮本町2,Kishiwada Station,B-jU4Grvg9,TH
8DRsxZ7nC9bu,2016-06-11T12:28:04Z,東京都港区赤坂二丁目7,とんかつ 赤坂 水野,C-EyE7nE9f,CN
LB0K88C9zhcH,2016-06-11T13:25:12Z,京都府宇治市宇治乙方7,京阪 宇治駅 (Uji Sta.) (KH77),A-XpmDpAW0,KR
7jS8Cc3OjnE1,2016-06-11T17:53:22Z,東京都港区台場二丁目4,お台場 / Odaiba,A-v4LGCqeY,TH
ag36ANtn2Ay3,2016-06-11T19:24:45Z,東京都千代田区麹町五丁目2,Tsukiji Fish Market - 築地魚市場,B-y6LXJcHW,GB
AKSPOf2tPxDA,2016-06-11T22:24:41Z,東京都新宿区新宿三丁目38,Shinjuku,B-rQJIEROj,PH
LVRbfbOVR54O,2016-06-12T02:10:03Z,愛知県豊橋市石巻町字中瀬古45,NA,A-TgUfTqzR,ID
AphkcytfW2AM,2016-06-12T09:02:26Z,大阪府泉南郡 田尻町泉州空港中1,NA,C-JAbezxjI,AU
WfIpLhJVSU4Y,2016-06-12T10:21:52Z,千葉県成田市木の根3,NA,C-vP4SdHmv,NA
dSdWk5Exdagm,2016-06-12T10:51:26Z,東京都中央区築地五丁目5,NA,C-8pUIK8jn,ID
cNZJVYakJDWu,2016-06-12T11:04:02Z,東京都港区南青山三丁目17,Pizza Slice 2,A-Tz38wKFN,US
GrHK9NrfTBMW,2016-06-12T11:12:41Z,東京都千代田区丸の内一丁目9,Rokurinsha Ramen,B-z7Osc7BR,US
b0C1MbeVyolQ,2016-06-12T11:17:03Z,東京都港区台場二丁目4,お台場 / Odaiba,B-zXyrVrXP,TH
VVT0LkDhtpjh,2016-06-12T11:19:32Z,沖縄県那覇市おもろまち三丁目3,Shujiro Castle,C-O8NoFiCd,CN
nwMjqZBgVmPj,2016-06-12T12:07:25Z,東京都港区虎ノ門四丁目3,城山ガーデン,A-uSlyiTbL,US
F7P1GyNQjIuI,2016-06-12T12:21:06Z,大阪府大阪市 北区本庄東一丁目15,NA,B-9W0lf0mJ,KR
DQ0S9OaVH6Lk,2016-06-12T12:45:39Z,広島県広島市 中区胡町1,NA,B-RonWJjkp,US
237A2sqUid44,2016-06-12T13:21:57Z,愛知県岩倉市下本町下寺廻2,NA,C-GdJIyHPO,KR
6FbmOngcjQc4,2016-06-12T13:37:57Z,北海道函館市若松町12,はこだて塩らーめん しなの,A-Wg9Nf0gU,TH
7N9eSAJvh4IT,2016-06-12T14:50:20Z,東京都中央区銀座三丁目6,"銀座 - Ginza ,Tokyo",C-wRRzKI8L,US
6EzBPAQaZiAc,2016-06-12T15:17:37Z,東京都台東区浅草二丁目3,Asakusa Sensoji Temple,A-WJlUwQJU,TW
N9YWKLLnDPeb,2016-06-12T20:59:22Z,大阪府大阪市 中央区大阪城1,Osaka Castle 大阪城,B-TNMh2fhi,PH
EKjro7TjKL1a,2016-06-12T21:32:05Z,千葉県松戸市上本郷2928,NA,B-gdv58TDw,KR
olOCNoTAedww,2016-06-12T22:26:45Z,東京都江戸川区西葛西六丁目22,NA,C-Bd0DCcdp,TH
Ah5fbj00M8xG,2016-06-13T01:39:57Z,東京都墨田区横網一丁目3,"Grand Sumo Ryogoku Kokugikan,…",C-PWfIpLhJ,GB
zaPVHpY3IghP,2016-06-13T01:56:26Z,大阪府泉佐野市新町二丁目4,Kansai International Airport,A-fuLZTyJh,PH
aTJteWXrKN4J,2016-06-13T03:04:35Z,東京都新宿区新宿三丁目3,"Shinjuku-ku,…",B-FHGlelf8,NA
EhfoeHg6kBjm,2016-06-13T07:00:36Z,群馬県前橋市大渡町一丁目2,NA,C-cSzCZWph,NA
1PrFHkB48tgD,2016-06-13T07:10:18Z,福岡県福岡市 博多区,JR Hakata Station,B-Gu4uG2SY,TH
tsMh15gVW8PU,2016-06-13T07:48:06Z,大阪府大阪市 中央区心斎橋筋二丁目3,心斎桥筋（Shinsaibashi-suji）,B-Ah8GxZyI,CN
GKLiJG0Mmqqp,2016-06-13T08:31:51Z,千葉県成田市古込1,Narita International Airport,B-zhXGQDck,GB
zBWAmyUa3Bwg,2016-06-13T08:54:43Z,千葉県船橋市西船四丁目28,NA,C-LKDiExzC,ID
WBQJSkeKDPbT,2016-06-13T11:09:46Z,東京都千代田区皇居外苑2,Imperial Palace,B-VoJFoKTr,US
ZPRpI0kjoj60,2016-06-13T14:09:35Z,京都府京都市 東山区清水一丁目262,京都府 世界遺産 清水寺,A-p2ahip1G,TW
ACH3ctwmZBdq,2016-06-13T14:34:09Z,北海道札幌市 中央区北五条西七丁目2,小樽运河,A-Lsm862SC,CN
rZ2zOsjf99tF,2016-06-13T14:55:04Z,千葉県成田市古込1,Narita International Airport,B-XW0kxoz3,US
lMIIsUX8gNWy,2016-06-13T15:31:03Z,山梨県南都留郡 富士河口湖町船津981,NA,B-iVkCYDSt,ID
DSipAHqTMSI8,2016-06-13T16:01:15Z,福岡県福岡市 中央区,LINE FRIENDS CAFE &amp; STORE 福岡,B-tz7re6kB,HK
FyWYW0nW8Udp,2016-06-13T16:09:36Z,京都府京都市 伏見区深草藪之内町1,Fushimi Inari-taisha,C-xnq5QDib,US
bfDwYV9OaPwg,2016-06-13T16:24:10Z,石川県金沢市兼六町1,兼六園 (Kenroku-en Garden),A-YF9SOw5F,TH
KxyMyaaD2GnB,2016-06-13T16:40:11Z,静岡県御殿場市深沢1780,足柄サービスエリア(上り線),B-HbqoyX60,TH
qHPf8wVEhnfo,2016-06-13T21:05:57Z,福岡県福岡市 博多区,NA,A-9eNvFTY3,TH
eX5ZjOG4hesw,2016-06-13T22:11:09Z,東京都台東区上野七丁目12,Ueno Hotel,B-bVUlRmVf,CN
IRxfzcCcLm45,2016-06-13T22:49:47Z,大阪府大阪市 浪速区恵美須西三丁目3,Shin-Imamiya Station,C-mSfGmOLe,CN
Las2cFlnyWbp,2016-06-13T23:22:24Z,京都府京都市 東山区祇園町北側282,NA,C-VQwBftA9,GB
GjRpQeshe2p2,2016-06-14T06:16:13Z,東京都港区芝公園四丁目2,東京タワー　Tokyo Tower,C-Q6E64YF4,US
vLZaqqyRzhDI,2016-06-14T07:53:14Z,東京都渋谷区神宮前五丁目1,NA,C-yyUdm5nk,KR
Xi8yAKMUcOkO,2016-06-14T09:52:56Z,東京都渋谷区猿楽町18,NA,C-yyUdm5nk,KR
h7ipOFQ3YvNw,2016-06-14T14:44:06Z,大阪府大阪市 北区本庄東一丁目15,NA,B-9W0lf0mJ,KR
ZQTp2rAH4zo7,2016-06-14T15:31:37Z,千葉県浦安市舞浜1,Tokyo Disney Sea 東京迪士尼海洋世界,B-tmc3Lxoj,ID
SxhgmFyJR8lH,2016-06-14T15:43:40Z,東京都中央区銀座四丁目6,Tokyo Ginza,C-S2tWD50K,AU
UvhhOcP2t9Q4,2016-06-14T16:22:40Z,東京都墨田区押上一丁目1,Tokyo Skytree Tower,C-BCZYUYmz,US
Xs7WQSYR0o2c,2016-06-14T17:28:45Z,東京都港区高輪四丁目11,LUXE DINING HAPUNA,C-4OiuztLU,TH
NH351GCeWc6U,2016-06-14T19:36:01Z,愛知県名古屋市 昭和区山手通二丁目168,NA,A-VlMIIsUX,TH
qPemP1Hn1Wmk,2016-06-14T20:00:19Z,大阪府泉佐野市新町二丁目4,NA,B-Tf73enyV,US
A4RgTITSFmrn,2016-06-14T21:32:34Z,京都府京都市 中京区山崎町59,Octavekyoto,A-FzdIfIny,CN
dfSGfKN8Y0bK,2016-06-14T21:33:23Z,北海道札幌市 西区宮の沢二条二丁目12,白い恋人パーク / Ishiya Chocolate…,A-AddsqY4b,CN
uZJLCv5a3auH,2016-06-15T00:52:52Z,東京都台東区小島二丁目8,Crystal Chrome💇,A-Jhpp8m3Q,US
uG1txEG4iukW,2016-06-15T10:06:17Z,神奈川県綾瀬市落合北七丁目14,新幹線車中,A-KCqb6mkR,PH
ksr8rEYoUP0z,2016-06-15T10:53:36Z,大阪府大阪市 中央区道頓堀一丁目10,神戶三宮,C-242H0nt6,TW
Xut8UpPWFiLI,2016-06-15T11:00:02Z,岡山県倉敷市寿町12,NA,C-ChzwcbkJ,TH
DApadHm2ph4F,2016-06-15T12:02:42Z,大阪府大阪市 淀川区宮原一丁目1,JR新大阪駅(新幹線)@大阪府・大阪市,B-sL4b43tq,KR
SvDCMRZNJiFE,2016-06-15T12:49:02Z,東京都渋谷区千駄ヶ谷五丁目34,NEWoMan,B-LKq62hiO,US
XhaBZfc54ypH,2016-06-15T13:00:04Z,千葉県松戸市上本郷2928,NA,B-gdv58TDw,KR
tpPVdcGtxiTc,2016-06-15T13:00:51Z,東京都渋谷区神南二丁目1,AiiA Theater TOKYO for 乃木坂46,C-swg6ptR7,KR
jorakwVY52Lr,2016-06-15T13:04:52Z,静岡県焼津市利右衛門576,NA,A-p2NSdcSH,TH
jRDi6YYAYPUN,2016-06-15T14:00:18Z,大阪府大阪市 中央区大阪城1,Osaka Castle 大阪城,B-3DfI5T6I,TW
f6UWGUFEKWq7,2016-06-15T16:56:48Z,大阪府大阪市 中央区大阪城1,Osaka Castle 大阪城,A-1MbeVyol,TH
gvksu4RJydo8,2016-06-15T19:32:42Z,東京都台東区浅草一丁目32,"Asakusa, Tokyo（浅草）",B-XPQiJ1qg,US
LeD4VjvXnSdk,2016-06-15T19:47:36Z,東京都新宿区西新宿七丁目1,お台场 ビーナスフォート Venus Fort,A-M1RpfTIf,CN
mriB2pzQTkVh,2016-06-15T20:13:42Z,東京都渋谷区宇田川町1,"Shibuya, Tokyo",A-K9NrfTBM,TH
OJxZyJAriUvK,2016-06-15T22:12:06Z,東京都千代田区皇居外苑1,桜田门 / Sakurada-mon Gate,C-vcEXCOa6,CN
f049OOe1wSmP,2016-06-15T23:43:10Z,神奈川県川崎市 幸区小向西町一丁目2,NA,B-3rIzdYs2,TH
7l4dW88iKT6F,2016-06-16T00:16:37Z,大阪府大阪市 北区大淀中一丁目1,梅田スカイビル空中庭園,C-XMbGP5Bj,KR
mRIo12eCprgj,2016-06-16T03:39:54Z,東京都渋谷区宇田川町22,NA,C-3D4Wdd5i,ID
O16A2hwawOgw,2016-06-16T08:48:43Z,千葉県成田市古込1,ท่าอากาศยานนานาชาตินะริตะ,C-eWRSGoBc,TH
f8OGnugFF8bK,2016-06-16T09:52:38Z,東京都大田区羽田空港二丁目5,NA,A-uwSBetFT,ID
0jqPYfNJmpSG,2016-06-16T10:14:16Z,東京都江東区東陽二丁目3,"Koto-ku, Tokyo, Japan",C-bvfdU50K,ES
lBSDk6SYnaCY,2016-06-16T12:52:36Z,山梨県富士吉田市新西原五丁目6,Fujikyu Highland…,A-LQdDWqC6,TH
cr3nq3ymSfGm,2016-06-16T16:16:22Z,東京都渋谷区道玄坂一丁目1,Shibuya Station,B-YQhkYWIW,US
MgmzemN6L4PH,2016-06-16T19:46:39Z,東京都新宿区大久保一丁目1,Higashi-Shinjuku Station,B-TNMh2fhi,PH
gTv9RdS9ZWCY,2016-06-16T20:37:38Z,香川県高松市御坊町9,骨付き鸟とら丸,B-9WpfxgWY,CN
LlA31bNOrfnz,2016-06-16T21:09:46Z,広島県広島市 中区中島町1,NA,A-snudcJZ7,NA
gw7RgbDKQPTz,2016-06-16T21:38:33Z,群馬県前橋市石倉町五丁目22,NA,C-cSzCZWph,ID
QyfSkgUA8P9t,2016-06-16T23:25:39Z,東京都新宿区西早稲田二丁目2,早稲田大学南門,C-cRQgP8PO,HK
XI8mXIEqFuKy,2016-06-17T05:41:44Z,東京都台東区北上野二丁目8,NA,B-DoRCh5zy,ID
1aMrt4YaFuNR,2016-06-17T08:52:41Z,千葉県成田市古込1,Narita International Airport,A-UcFcfscf,SG
LBXgR8r7hf8g,2016-06-17T11:21:08Z,東京都中央区築地四丁目16,Tsukiji Outer Market,B-bYbQmEWr,TH
R9NPuckQ6q6P,2016-06-17T14:06:38Z,京都府京都市 中京区中島町96,"Moritaya, Sukiyaki Restaurant",A-Z1ybpnS3,PH
trDP8fiBwwpB,2016-06-17T14:43:25Z,千葉県成田市古込1,成田国際空港 (Narita International Airport) (NRT),B-KivyCfa6,TH
M6I3shKBqFCH,2016-06-17T17:10:16Z,茨城県つくば市谷田部204,NA,C-BlNZ6Sjc,CN
CeNdBu145MsR,2016-06-17T18:14:23Z,福岡県福岡市 中央区,西鉄ホール,B-YORimkWS,KR
bO7xZ64Np7uN,2016-06-17T18:14:56Z,東京都台東区上野四丁目10,NA,A-UzhQVXax,US
1ZvuqiOFtGAQ,2016-06-17T21:06:20Z,神奈川県足柄下郡 箱根町箱根63,NA,A-xMoFPtac,FR
ZPGvkQBYBCo8,2016-06-17T21:53:27Z,京都府京都市 中京区梅之木町143,NA,B-eSAJvh4I,PH
t33odXLmfkzf,2016-06-17T22:40:20Z,長崎県佐世保市常盤町9,Cindy's Getaway,C-IDaw0ezs,NA
pNgaQTSfoFf0,2016-06-17T23:31:43Z,東京都港区赤坂三丁目13,NA,B-xc3YpqPe,AU
tLUwPNcF05CU,2016-06-17T23:43:05Z,神奈川県足柄下郡 箱根町,NA,A-n6NB6kmn,US
gDaj1knLQdDW,2016-06-18T07:35:16Z,東京都渋谷区恵比寿西二丁目17,NA,A-0BKhYkbN,US
mGqBwYlAioHd,2016-06-18T09:50:07Z,神奈川県横浜市 西区南幸二丁目1,NA,C-24eTQFry,HK
WphtIjGEUXri,2016-06-18T11:33:37Z,神奈川県足柄下郡 箱根町湯本706,Hakone-Yumoto Station,C-81bpKhIw,CN
Auupa887bvWt,2016-06-18T12:18:56Z,東京都台東区上野四丁目10,上野恩賜公園 Ueno Park,B-zO18Nrz7,TH
sOimra9Bm6A9,2016-06-18T12:59:03Z,千葉県松戸市上本郷2928,NA,B-gdv58TDw,KR
PzJ2KNepYiBW,2016-06-18T13:04:12Z,千葉県成田市取香113,NA,C-YrUsz7Tb,PH
ZB99WpfxgWYE,2016-06-18T14:47:49Z,岐阜県多治見市月見町二丁目39,NA,C-GdJIyHPO,KR
4pLXsGKyg5xY,2016-06-18T15:50:24Z,東京都渋谷区宇田川町1,NA,B-SDLrJF9j,PH
lNZ6Sjc6oNW5,2016-06-18T18:05:40Z,東京都港区六本木七丁目18,NA,A-1dtiP8Yq,GB
pGh5hOqJr8E5,2016-06-18T18:56:49Z,大阪府大阪市 淀川区宮原一丁目1,JR新大阪駅(新幹線)@大阪府・大阪市,C-VEplYgix,TH
A6QDWDdicnoV,2016-06-18T18:59:02Z,愛知県常滑市セントレア一丁目2,NA,C-GdJIyHPO,KR
AKK4u5lOiUeV,2016-06-18T21:06:53Z,東京都渋谷区神宮前六丁目30,NA,B-lafP4UuC,ID
KDiExzCSm6aD,2016-06-18T22:39:08Z,京都府京都市 下京区十文字町668,"Kyoto, Japan",B-ve2s2a1S,TW
8XlfiLJW6TSy,2016-06-18T23:16:43Z,京都府京都市 東山区祇園町北側282,Fushimi inari shrine　伏見稲荷,B-C3pW4n3W,NA
eki0HadQ9ibN,2016-06-19T01:21:16Z,神奈川県相模原市 中央区横山二丁目3,"Sagamihara-shi, Kanagawa, Japan",A-c1nc9mbz,ID
SCzAqlnlvria,2016-06-19T02:14:04Z,千葉県松戸市上本郷2928,NA,B-gdv58TDw,KR
Fr190qKGswxl,2016-06-19T06:35:30Z,東京都豊島区東池袋一丁目36,NA,B-6JkNNrBh,KR
zUW7mfz49cgE,2016-06-19T09:40:05Z,東京都文京区本郷一丁目33,NA,C-ZRejBmES,ID
Q9trvUGyB5ld,2016-06-19T11:17:34Z,神奈川県横浜市 保土ヶ谷区仏向町611,"Yokohama, Japan",B-nxdwiQ98,SG
BqvI8rgztrXH,2016-06-19T13:49:17Z,大阪府大阪市 中央区大阪城3,Osaka Castle Park,B-jovqbO8f,MY
3PFKivyCfa6f,2016-06-19T13:56:00Z,京都府京都市 右京区嵯峨亀ノ尾町6,Arashiyama,C-jPdWRUny,SG
IM4AKXUTcDgu,2016-06-19T14:48:09Z,京都府京都市 東山区祇園町北側271,京都祇園  鍵善良房,C-HMc4JCsK,TW
oIP42THqupYI,2016-06-19T17:00:58Z,北海道函館市若松町12,Hakodate Station,A-bAtlCpm9,PH
YjCPR6ra32r9,2016-06-19T17:38:45Z,東京都中央区銀座三丁目6,"銀座 - Ginza ,Tokyo",B-7hf8gQOy,PH
2ZcArteZEoXv,2016-06-19T19:02:21Z,長崎県大村市,長崎空港　Nagasaki Airport,B-im9U7Z3n,US
iNRCWxKvv6Qn,2016-06-19T22:32:10Z,東京都渋谷区神南一丁目16,NA,A-TDEW82Dl,TH
dB021Q7MefMI,2016-06-19T22:51:41Z,大阪府大阪市 中央区道頓堀一丁目8,NA,B-979uAgDL,FR
JvPd2gcK54yW,2016-06-19T22:57:55Z,東京都渋谷区宇田川町1,"Shibuya, Tokyo",A-tpmybEuN,ID
nlHzGYxTFuTq,2016-06-20T01:09:41Z,東京都千代田区皇居外苑3,皇居 Tokyo…,C-TtjXp5fh,TH
eyVmpTkR8vFM,2016-06-20T02:35:23Z,大阪府大阪市 中央区心斎橋筋二丁目3,心斎橋筋（Shinsaibashi-suji）,B-BsdwGfe1,KR
Pl1XW0kxoz37,2016-06-20T07:56:21Z,東京都台東区上野七丁目1,上野駅 (Ueno Sta.),A-Wg9Nf0gU,TH
L8quDhTLCDFF,2016-06-20T09:27:06Z,東京都新宿区西新宿一丁目14,NA,C-81bpKhIw,CN
jpsr15mrSC23,2016-06-20T09:31:32Z,東京都渋谷区宇田川町18,NA,C-2BxIoznY,CN
X60gwQ37XU3n,2016-06-20T10:29:12Z,東京都港区赤坂三丁目12,"Akasaka, Tokyo, Japan",A-yYe3E00z,US
3HF3lvJCv3z2,2016-06-20T11:58:25Z,広島県尾道市東御所町7,お好み焼きトマト,B-N4VTZ8Wt,TW
DckFoFsj9hQD,2016-06-20T12:34:12Z,東京都新宿区西新宿一丁目1,JR Shinjuku Station,A-BzmjB9PB,TW
w4C3EqwJSc3w,2016-06-20T15:47:09Z,千葉県千葉市 中央区新千葉一丁目1,JR Chiba Station,B-Tbylzboi,GB
aNN6eXeZ7hTq,2016-06-20T17:11:22Z,千葉県浦安市舞浜1,NA,B-VVVFocTT,US
GECamcFHjNrg,2016-06-20T17:53:52Z,大阪府泉佐野市松風台二丁目14,NA,B-RZU6NJD1,KR
3hJOjIoDB13U,2016-06-20T19:47:10Z,神奈川県川崎市 幸区幸町一丁目789,NA,B-3rIzdYs2,TH
awCkXEnPgnc9,2016-06-20T21:36:59Z,京都府京都市 東山区清水一丁目283,清水寺地主神社️,C-n9nCyWkb,CN
EJeiJ4LL1THO,2016-06-20T21:41:00Z,京都府京都市 東山区清水一丁目283,NA,B-zPGSI6bZ,ES
wvosE0rjjv4N,2016-06-20T23:31:27Z,静岡県御殿場市東田中28,藍屋,C-vcEXCOa6,NA
Ws7NfTralRDc,2016-06-21T00:14:37Z,東京都渋谷区道玄坂一丁目13,Tokyo Fashion Snap,B-yAKMUcOk,US
ZyIPJPANS03R,2016-06-21T00:21:08Z,千葉県松戸市上本郷2928,NA,B-gdv58TDw,KR
MwcNNvh4Oiuz,2016-06-21T08:17:31Z,福岡県福岡市 中央区,"Fukuoka-shi, Fukuoka, Japan",C-jmxDKPds,TW
apPfB4higmBj,2016-06-21T08:48:10Z,東京都新宿区歌舞伎町一丁目29,APA HOTEL 新宿 歌舞伎町タワー,B-aL6sqt3z,KR
NxJamUUmdsVU,2016-06-21T12:42:15Z,東京都港区赤坂一丁目12,Tokyo - Japan 東京,C-RpldzvVr,US
Wc41dtiP8Yq0,2016-06-21T13:45:05Z,東京都千代田区神田花岡町1,Yodobashi-Akiba,A-GyFyDWpG,MY
Q2YU3YAhOIw8,2016-06-21T13:53:28Z,東京都台東区浅草二丁目34,Amuse Museum,A-UnIzPWBQ,AU
NMh2fhiZ1ybp,2016-06-21T13:54:42Z,山口県山口市阿知須500,NA,C-EWrFgfFO,US
IAhTWAT6aLqO,2016-06-21T14:13:47Z,大阪府大阪市 中央区道頓堀一丁目4,Ichiran,A-iHPPMQcJ,SG
2tWD50K8ILRi,2016-06-21T21:20:14Z,大阪府大阪市 中央区道頓堀一丁目6,โดทมโบะริ,A-K3okt2ny,TH
Wn1gUbmFzdIf,2016-06-21T22:12:03Z,北海道紋別市本町七丁目3,Mombetsu Prince Hotel,B-yyw0eFDT,MY
E61OyRF7hkA5,2016-06-22T07:34:30Z,千葉県成田市花崎町814,NA,A-AHOZrRb5,AU
QFeQfCiyyuPu,2016-06-22T12:16:51Z,東京都新宿区新宿三丁目38,Shinjuku,B-vwVQuN7z,GB
KkpEU0aDtmoX,2016-06-22T12:45:43Z,東京都港区白金台一丁目1,NA,C-G9Zqvg3k,US
00jCyExRma1B,2016-06-22T13:34:41Z,千葉県浦安市舞浜1,NA,B-iVkCYDSt,ID
MNCuikUqUD4X,2016-06-22T14:27:11Z,愛知県名古屋市 中区丸の内三丁目17,第17KTビル,C-r3FRICPT,TW
31kijf3ACpHX,2016-06-22T16:26:33Z,東京都多摩市関戸一丁目11,Seiseki-sakuragaoka Station,B-rQJIEROj,PH
I1foL41HMc4J,2016-06-22T19:29:31Z,大阪府泉南市りんくう南浜3,樽井サザンビーチ,A-Tz38wKFN,US
UiDSLQMqAGJR,2016-06-22T21:00:03Z,東京都渋谷区宇田川町21,ナチュラルダイエットレストラン NODO,B-rQJIEROj,PH
tlsgF2N5sH6c,2016-06-22T21:28:24Z,東京都港区赤坂一丁目12,NA,C-4G8MhCa3,ID
Gk0Q08MQghnP,2016-06-22T21:32:41Z,東京都大田区羽田空港二丁目6,羽田空港 Tokyo…,C-nm7DTBqv,SG
4cbYn33HfuuW,2016-06-22T21:56:12Z,東京都品川区八潮五丁目10,八潮パークタウン,C-3njvd4vb,HK
x5R8HIaniL1n,2016-06-22T22:37:41Z,神奈川県相模原市 緑区,NA,B-lyn7CNvH,US
KT9aKYWvUHkw,2016-06-22T23:16:15Z,神奈川県横浜市 保土ヶ谷区仏向町611,NA,A-8lV7RjiC,TH
BKhYkbNh9h2M,2016-06-22T23:38:36Z,大阪府大阪市 中央区道頓堀一丁目10,NA,C-UwoEceDr,KR
08weI5T5bvvc,2016-06-23T14:32:45Z,東京都渋谷区宇田川町20,Disney Store,A-awYwWH9o,TH
LAlHvAx9Pglk,2016-06-23T16:38:01Z,東京都渋谷区神宮前四丁目12,NA,B-uYRO9XRC,FR
4MFGkXq9CpGS,2016-06-23T17:00:07Z,京都府京都市 右京区嵯峨天龍寺竜門町15,嵐電嵯峨駅,A-HrZ2zOsj,KR
UU841zliqZse,2016-06-23T17:44:53Z,京都府京都市 左京区銀閣寺町38,银阁寺（东山慈照寺）,C-n9nCyWkb,CN
DNa3flUJtbZB,2016-06-23T17:45:21Z,東京都渋谷区神宮前一丁目17,Harajuku Takeshita Street,B-wYFWvNxQ,SG
hYVQR9qUgucl,2016-06-23T18:15:01Z,長崎県長崎市大黒町1,NA,B-E16Yosdu,US
VnMNIr5vcItA,2016-06-23T18:15:02Z,東京都千代田区神田花岡町1,秋叶原駅,C-MObpGkmP,CN
nt624eTQFryJ,2016-06-23T19:08:42Z,大阪府大阪市 中央区北浜三丁目6,Keihan Yodoyabashi Station,A-czb5aPzm,KR
ypS3igeVWedy,2016-06-23T21:17:30Z,福岡県福岡市 南区,NA,A-9eNvFTY3,TH
RUZaeSSUx4nL,2016-06-23T22:47:40Z,千葉県浦安市舞浜1,東京ディズニーシー / Tokyo Disney Sea,B-D4pLXsGK,ID
83etnd30pChx,2016-06-24T01:13:44Z,静岡県富士宮市,Mount Fuji,B-JLdF3wvo,TH
qyRuM98BmEXs,2016-06-24T07:54:11Z,千葉県成田市古込1,NA,B-tLta7pCW,ID
t7ShH9qLhdRT,2016-06-24T13:26:36Z,香川県高松市常磐町一丁目3,瓦町FLAG,B-9WpfxgWY,CN
v4LM2XSvq0Cb,2016-06-24T14:32:26Z,京都府京都市 左京区下鴨半木町1,京都府立植物園,A-tMpqp1yO,KR
NYxEolWvXRXZ,2016-06-24T16:37:59Z,東京都渋谷区大山町1,NA,A-OYBvjrJS,TH
ScNlpUPx0fzg,2016-06-24T17:14:36Z,東京都渋谷区神宮前四丁目6,LATTEST-OMOTESANDO Espresso Bar-,A-OqOctKTl,ES
al4eO72cRQgP,2016-06-24T20:02:49Z,千葉県成田市取香113,NA,C-tIjGEUXr,KR
1VhxSODf1uvw,2016-06-24T21:42:21Z,東京都港区西麻布二丁目2,NA,C-alRDcMFV,NA
d0HU98Tuw1lh,2016-06-24T23:14:36Z,東京都千代田区神田花岡町1,NA,A-Vtbg9BGK,TH
D9BBcJK8UVBy,2016-06-25T00:31:58Z,大阪府大阪市 北区梅田三丁目1,Osaka Station,C-nEVqjldh,AU
ajt7ONoHZmN4,2016-06-25T05:49:37Z,東京都台東区花川戸二丁目6,"Asakusa Temple, Tokyo Japan",A-plCWkVeI,TH
XbA0Mr7VzPTy,2016-06-25T07:09:14Z,大阪府大阪市 北区堂島一丁目4,Kita Ku Kyoto,B-eSAJvh4I,PH
NTDrbjlawYwW,2016-06-25T07:16:01Z,岩手県盛岡市仙北三丁目10,NA,C-g0UoNgYD,ES
gG55HBrIgycT,2016-06-25T09:59:11Z,広島県尾道市長江一丁目2,千光寺山ロープウェイ 山麓駅,B-N4VTZ8Wt,TW
O5JuLkrN4VTZ,2016-06-25T10:56:29Z,大阪府泉佐野市泉州空港北1,JR Kansai-Airport Station,B-onKKzmTe,TH
WpoaIICI4Ybv,2016-06-25T11:06:28Z,福岡県福岡市 中央区,Zepp Fukuoka,C-s2lUBJ8x,HK
pze5hDqv3fh9,2016-06-25T11:46:11Z,東京都文京区弥生二丁目5,東京大学 工学部,A-1Po7EMHT,NA
bmfskqiwLPlY,2016-06-25T11:58:13Z,茨城県つくば市谷田部204,NA,C-BlNZ6Sjc,CN
fuIbi3pImZrd,2016-06-25T14:00:55Z,東京都渋谷区宇田川町21,渋谷 (Shibuya),A-WFiLItt2,TH
ITl0o5u1DSFV,2016-06-25T16:03:46Z,山梨県南都留郡 富士河口湖町大石282,NA,C-2BxIoznY,CN
alqzp92Om9Kn,2016-06-25T16:38:54Z,大阪府泉南郡 田尻町泉州空港中1,Kansai International…,A-KMwcNNvh,KR
xc22v0wUwIEo,2016-06-25T17:34:43Z,東京都新宿区西新宿三丁目7,NA,A-PYfNJmpS,MY
FHVHFLsWVwqi,2016-06-25T19:24:28Z,大阪府大阪市 淀川区西宮原一丁目4,NA,C-JVYakJDW,KR
tR7ubitjUfme,2016-06-25T20:39:14Z,千葉県浦安市舞浜1,NA,A-eAZiCgxo,TH
JmGXF6lvdtW3,2016-06-26T03:29:10Z,滋賀県栗東市下戸山1270,Japan,B-6H5j7NdO,US
VhsU6nGmmnlz,2016-06-26T08:29:44Z,大阪府大阪市 淀川区東三国一丁目15,东三国,B-Ah8GxZyI,CN
kG3Sjb2ezCBW,2016-06-26T09:49:55Z,神奈川県横浜市 中区山下町11,Yokohama Marine Tower,A-ot2KYdgP,CN
6GGXQrFQuK3I,2016-06-26T09:51:09Z,東京都新宿区歌舞伎町一丁目24,NA,C-OI1foL41,PH
U4Grvg9s1jHk,2016-06-26T11:48:20Z,東京都大田区羽田空港二丁目6,羽田空港 Tokyo International Airport (Haneda Airport),A-Q0Iu9E8i,KR
aRghiaq7957x,2016-06-26T13:34:42Z,兵庫県神戸市 中央区海岸通25,NA,B-TBMZZ9e1,ID
